Namespace(anneal_updates=1000, batch_size=500, data_size=500, device=device(type='cpu'), draw_every=1000, epochs=20000, gamma=0.5, heteroskedastic=True, hid_size=128, homo_log_var_scale=-3.2188758248682006, homo_var=0.35, lr=0.01, mcvi=True, method='bayes', milestones=[1000, 3000, 5000, 9000, 13000], test_size=100, warmup_updates=14000)
  epoch        ELBO       ll         kl    lmbda
   9600  1.087e+00  1.0870  1.126e+02   0.0000
   9620  1.127e+00  1.1269  1.126e+02   0.0000
   9640  1.140e+00  1.1401  1.126e+02   0.0000
   9660  1.089e+00  1.0886  1.126e+02   0.0000
   9680  1.129e+00  1.1289  1.126e+02   0.0000
   9700  1.142e+00  1.1423  1.126e+02   0.0000
   9720  1.090e+00  1.0901  1.126e+02   0.0000
   9740  1.131e+00  1.1307  1.126e+02   0.0000
   9760  1.144e+00  1.1443  1.126e+02   0.0000
   9780  1.092e+00  1.0915  1.126e+02   0.0000
   9800  1.132e+00  1.1325  1.126e+02   0.0000
   9820  1.146e+00  1.1463  1.126e+02   0.0000
   9840  1.093e+00  1.0928  1.126e+02   0.0000
   9860  1.134e+00  1.1341  1.126e+02   0.0000
   9880  1.148e+00  1.1480  1.127e+02   0.0000
   9900  1.094e+00  1.0939  1.127e+02   0.0000
   9920  1.136e+00  1.1356  1.127e+02   0.0000
   9940  1.150e+00  1.1497  1.127e+02   0.0000
   9960  1.095e+00  1.0951  1.127e+02   0.0000
   9980  1.137e+00  1.1371  1.127e+02   0.0000
  10000  1.151e+00  1.1514  1.127e+02   0.0000
  10020  1.096e+00  1.0962  1.127e+02   0.0000
  10040  1.139e+00  1.1385  1.127e+02   0.0000
  10060  1.153e+00  1.1530  1.127e+02   0.0000
  10080  1.097e+00  1.0972  1.127e+02   0.0000
  10100  1.140e+00  1.1400  1.127e+02   0.0000
  10120  1.155e+00  1.1546  1.127e+02   0.0000
  10140  1.098e+00  1.0982  1.127e+02   0.0000
  10160  1.141e+00  1.1414  1.127e+02   0.0000
  10180  1.156e+00  1.1562  1.127e+02   0.0000
  10200  1.099e+00  1.0991  1.128e+02   0.0000
  10220  1.143e+00  1.1428  1.128e+02   0.0000
  10240  1.158e+00  1.1578  1.128e+02   0.0000
  10260  1.100e+00  1.1000  1.128e+02   0.0000
  10280  1.144e+00  1.1442  1.128e+02   0.0000
  10300  1.159e+00  1.1594  1.128e+02   0.0000
  10320  1.101e+00  1.1009  1.128e+02   0.0000
  10340  1.146e+00  1.1456  1.128e+02   0.0000
  10360  1.161e+00  1.1610  1.128e+02   0.0000
  10380  1.102e+00  1.1018  1.128e+02   0.0000
  10400  1.147e+00  1.1470  1.128e+02   0.0000
  10420  1.162e+00  1.1625  1.128e+02   0.0000
  10440  1.103e+00  1.1026  1.128e+02   0.0000
  10460  1.148e+00  1.1484  1.128e+02   0.0000
  10480  1.164e+00  1.1641  1.128e+02   0.0000
  10500  1.103e+00  1.1033  1.129e+02   0.0000
  10520  1.150e+00  1.1498  1.129e+02   0.0000
  10540  1.166e+00  1.1656  1.129e+02   0.0000
  10560  1.104e+00  1.1040  1.129e+02   0.0000
  10580  1.151e+00  1.1511  1.129e+02   0.0000
  10600  1.167e+00  1.1670  1.129e+02   0.0000
  10620  1.105e+00  1.1048  1.129e+02   0.0000
  10640  1.152e+00  1.1523  1.129e+02   0.0000
  10660  1.169e+00  1.1685  1.129e+02   0.0000
  10680  1.105e+00  1.1053  1.129e+02   0.0000
  10700  1.154e+00  1.1540  1.129e+02   0.0000
  10720  1.170e+00  1.1705  1.129e+02   0.0000
  10740  1.106e+00  1.1058  1.129e+02   0.0000
  10760  1.156e+00  1.1558  1.129e+02   0.0000
  10780  1.172e+00  1.1723  1.129e+02   0.0000
  10800  1.106e+00  1.1065  1.130e+02   0.0000
  10820  1.157e+00  1.1574  1.130e+02   0.0000
  10840  1.174e+00  1.1740  1.130e+02   0.0000
  10860  1.107e+00  1.1072  1.130e+02   0.0000
  10880  1.159e+00  1.1589  1.130e+02   0.0000
  10900  1.176e+00  1.1756  1.130e+02   0.0000
  10920  1.108e+00  1.1080  1.130e+02   0.0000
  10940  1.160e+00  1.1602  1.130e+02   0.0000
  10960  1.177e+00  1.1771  1.130e+02   0.0000
  10980  1.109e+00  1.1088  1.130e+02   0.0000
  11000  1.161e+00  1.1614  1.130e+02   0.0000
  11020  1.178e+00  1.1784  1.130e+02   0.0000
  11040  1.110e+00  1.1096  1.130e+02   0.0000
  11060  1.162e+00  1.1625  1.130e+02   0.0000
  11080  1.180e+00  1.1797  1.130e+02   0.0000
  11100  1.110e+00  1.1104  1.131e+02   0.0000
  11120  1.164e+00  1.1635  1.131e+02   0.0000
  11140  1.181e+00  1.1810  1.131e+02   0.0000
  11160  1.111e+00  1.1111  1.131e+02   0.0000
  11180  1.165e+00  1.1646  1.131e+02   0.0000
  11200  1.182e+00  1.1823  1.131e+02   0.0000
  11220  1.112e+00  1.1119  1.131e+02   0.0000
  11240  1.166e+00  1.1657  1.131e+02   0.0000
  11260  1.183e+00  1.1835  1.131e+02   0.0000
  11280  1.112e+00  1.1125  1.131e+02   0.0000
  11300  1.167e+00  1.1667  1.131e+02   0.0000
  11320  1.185e+00  1.1847  1.131e+02   0.0000
  11340  1.113e+00  1.1130  1.131e+02   0.0000
  11360  1.168e+00  1.1677  1.131e+02   0.0000
  11380  1.186e+00  1.1858  1.132e+02   0.0000
  11400  1.114e+00  1.1135  1.132e+02   0.0000
  11420  1.169e+00  1.1687  1.132e+02   0.0000
  11440  1.187e+00  1.1870  1.132e+02   0.0000
  11460  1.114e+00  1.1140  1.132e+02   0.0000
  11480  1.170e+00  1.1697  1.132e+02   0.0000
  11500  1.188e+00  1.1881  1.132e+02   0.0000
  11520  1.114e+00  1.1144  1.132e+02   0.0000
  11540  1.171e+00  1.1706  1.132e+02   0.0000
  11560  1.189e+00  1.1892  1.132e+02   0.0000
  11580  1.115e+00  1.1148  1.132e+02   0.0000
  11600  1.172e+00  1.1715  1.132e+02   0.0000
  11620  1.190e+00  1.1903  1.132e+02   0.0000
  11640  1.115e+00  1.1152  1.133e+02   0.0000
  11660  1.172e+00  1.1725  1.133e+02   0.0000
  11680  1.191e+00  1.1914  1.133e+02   0.0000
  11700  1.116e+00  1.1155  1.133e+02   0.0000
  11720  1.173e+00  1.1733  1.133e+02   0.0000
  11740  1.192e+00  1.1924  1.133e+02   0.0000
  11760  1.116e+00  1.1159  1.133e+02   0.0000
  11780  1.174e+00  1.1741  1.133e+02   0.0000
  11800  1.193e+00  1.1933  1.133e+02   0.0000
  11820  1.116e+00  1.1163  1.133e+02   0.0000
  11840  1.175e+00  1.1749  1.133e+02   0.0000
  11860  1.194e+00  1.1942  1.133e+02   0.0000
  11880  1.117e+00  1.1167  1.134e+02   0.0000
  11900  1.176e+00  1.1757  1.134e+02   0.0000
  11920  1.195e+00  1.1951  1.134e+02   0.0000
  11940  1.117e+00  1.1170  1.134e+02   0.0000
  11960  1.176e+00  1.1764  1.134e+02   0.0000
  11980  1.196e+00  1.1960  1.134e+02   0.0000
  12000  1.117e+00  1.1174  1.134e+02   0.0000
  12020  1.177e+00  1.1771  1.134e+02   0.0000
  12040  1.197e+00  1.1968  1.134e+02   0.0000
  12060  1.118e+00  1.1178  1.134e+02   0.0000
  12080  1.178e+00  1.1777  1.134e+02   0.0000
  12100  1.198e+00  1.1976  1.135e+02   0.0000
  12120  1.118e+00  1.1181  1.135e+02   0.0000
  12140  1.178e+00  1.1784  1.135e+02   0.0000
  12160  1.198e+00  1.1983  1.135e+02   0.0000
  12180  1.118e+00  1.1184  1.135e+02   0.0000
  12200  1.179e+00  1.1790  1.135e+02   0.0000
  12220  1.199e+00  1.1991  1.135e+02   0.0000
  12240  1.119e+00  1.1187  1.135e+02   0.0000
  12260  1.180e+00  1.1797  1.135e+02   0.0000
  12280  1.200e+00  1.1999  1.135e+02   0.0000
  12300  1.119e+00  1.1191  1.135e+02   0.0000
  12320  1.180e+00  1.1803  1.135e+02   0.0000
  12340  1.201e+00  1.2006  1.136e+02   0.0000
  12360  1.119e+00  1.1194  1.136e+02   0.0000
  12380  1.181e+00  1.1808  1.136e+02   0.0000
  12400  1.201e+00  1.2013  1.136e+02   0.0000
  12420  1.120e+00  1.1197  1.136e+02   0.0000
  12440  1.181e+00  1.1814  1.136e+02   0.0000
  12460  1.202e+00  1.2020  1.136e+02   0.0000
  12480  1.120e+00  1.1200  1.136e+02   0.0000
  12500  1.182e+00  1.1820  1.136e+02   0.0000
  12520  1.203e+00  1.2027  1.136e+02   0.0000
  12540  1.120e+00  1.1203  1.136e+02   0.0000
  12560  1.183e+00  1.1825  1.136e+02   0.0000
  12580  1.203e+00  1.2033  1.137e+02   0.0000
  12600  1.121e+00  1.1206  1.137e+02   0.0000
  12620  1.183e+00  1.1830  1.137e+02   0.0000
  12640  1.204e+00  1.2039  1.137e+02   0.0000
  12660  1.121e+00  1.1211  1.137e+02   0.0000
  12680  1.183e+00  1.1835  1.137e+02   0.0000
  12700  1.204e+00  1.2044  1.137e+02   0.0000
  12720  1.122e+00  1.1218  1.137e+02   0.0000
  12740  1.184e+00  1.1839  1.137e+02   0.0000
  12760  1.205e+00  1.2051  1.137e+02   0.0000
  12780  1.122e+00  1.1216  1.137e+02   0.0000
  12800  1.185e+00  1.1848  1.137e+02   0.0000
  12820  1.206e+00  1.2062  1.138e+02   0.0000
  12840  1.121e+00  1.1212  1.138e+02   0.0000
  12860  1.186e+00  1.1857  1.138e+02   0.0000
  12880  1.207e+00  1.2072  1.138e+02   0.0000
  12900  1.121e+00  1.1209  1.138e+02   0.0000
  12920  1.186e+00  1.1864  1.138e+02   0.0000
  12940  1.208e+00  1.2080  1.138e+02   0.0000
  12960  1.121e+00  1.1210  1.138e+02   0.0000
  12980  1.187e+00  1.1870  1.138e+02   0.0000
  13000  1.209e+00  1.2087  1.138e+02   0.0000
  13020  1.211e+00  1.2107  1.138e+02   0.0000
  13040  1.233e+00  1.2328  1.138e+02   0.0000
  13060  1.241e+00  1.2407  1.138e+02   0.0000
  13080  1.212e+00  1.2124  1.139e+02   0.0000
  13100  1.235e+00  1.2350  1.139e+02   0.0000
  13120  1.243e+00  1.2434  1.139e+02   0.0000
  13140  1.214e+00  1.2141  1.139e+02   0.0000
  13160  1.237e+00  1.2371  1.139e+02   0.0000
  13180  1.246e+00  1.2457  1.139e+02   0.0000
  13200  1.216e+00  1.2157  1.139e+02   0.0000
  13220  1.239e+00  1.2390  1.139e+02   0.0000
  13240  1.248e+00  1.2478  1.139e+02   0.0000
  13260  1.217e+00  1.2170  1.139e+02   0.0000
  13280  1.241e+00  1.2408  1.139e+02   0.0000
  13300  1.250e+00  1.2497  1.139e+02   0.0000
  13320  1.218e+00  1.2176  1.139e+02   0.0000
  13340  1.243e+00  1.2425  1.139e+02   0.0000
  13360  1.252e+00  1.2515  1.139e+02   0.0000
  13380  1.218e+00  1.2179  1.139e+02   0.0000
  13400  1.244e+00  1.2442  1.139e+02   0.0000
  13420  1.253e+00  1.2532  1.139e+02   0.0000
  13440  1.218e+00  1.2182  1.140e+02   0.0000
  13460  1.246e+00  1.2457  1.140e+02   0.0000
  13480  1.255e+00  1.2547  1.140e+02   0.0000
  13500  1.219e+00  1.2188  1.140e+02   0.0000
  13520  1.247e+00  1.2470  1.140e+02   0.0000
  13540  1.256e+00  1.2561  1.140e+02   0.0000
  13560  1.219e+00  1.2193  1.140e+02   0.0000
  13580  1.248e+00  1.2482  1.140e+02   0.0000
  13600  1.257e+00  1.2575  1.140e+02   0.0000
  13620  1.220e+00  1.2200  1.140e+02   0.0000
  13640  1.249e+00  1.2494  1.140e+02   0.0000
  13660  1.259e+00  1.2587  1.140e+02   0.0000
  13680  1.221e+00  1.2206  1.140e+02   0.0000
  13700  1.251e+00  1.2505  1.140e+02   0.0000
  13720  1.260e+00  1.2600  1.140e+02   0.0000
  13740  1.221e+00  1.2212  1.140e+02   0.0000
  13760  1.252e+00  1.2516  1.140e+02   0.0000
  13780  1.261e+00  1.2612  1.140e+02   0.0000
  13800  1.222e+00  1.2219  1.140e+02   0.0000
  13820  1.253e+00  1.2527  1.140e+02   0.0000
  13840  1.262e+00  1.2623  1.141e+02   0.0000
  13860  1.223e+00  1.2225  1.141e+02   0.0000
  13880  1.254e+00  1.2537  1.141e+02   0.0000
  13900  1.263e+00  1.2635  1.141e+02   0.0000
  13920  1.223e+00  1.2232  1.141e+02   0.0000
  13940  1.255e+00  1.2547  1.141e+02   0.0000
  13960  1.265e+00  1.2645  1.141e+02   0.0000
  13980  1.224e+00  1.2238  1.141e+02   0.0000
  14000  1.142e+00  1.2557  1.141e+02   0.0010
  14020  -1.102e+00  1.2656  1.128e+02   0.0210
  14040  -3.345e+00  1.2245  1.115e+02   0.0410
  14060  -5.480e+00  1.2562  1.104e+02   0.0610
  14080  -7.609e+00  1.2659  1.096e+02   0.0810
  14100  -9.764e+00  1.2258  1.088e+02   0.1010
  14120  -1.183e+01  1.2558  1.081e+02   0.1210
  14140  -1.389e+01  1.2653  1.075e+02   0.1410
  14160  -1.598e+01  1.2268  1.069e+02   0.1610
  14180  -1.798e+01  1.2549  1.063e+02   0.1810
  14200  -1.999e+01  1.2644  1.057e+02   0.2010
  14220  -2.202e+01  1.2276  1.052e+02   0.2210
  14240  -2.398e+01  1.2538  1.047e+02   0.2410
  14260  -2.593e+01  1.2633  1.042e+02   0.2610
  14280  -2.792e+01  1.2279  1.037e+02   0.2810
  14300  -2.983e+01  1.2524  1.033e+02   0.3010
  14320  -3.174e+01  1.2618  1.028e+02   0.3210
  14340  -3.369e+01  1.2279  1.024e+02   0.3410
  14360  -3.556e+01  1.2505  1.020e+02   0.3610
  14380  -3.743e+01  1.2600  1.015e+02   0.3810
  14400  -3.933e+01  1.2277  1.011e+02   0.4010
  14420  -4.116e+01  1.2489  1.007e+02   0.4210
  14440  -4.300e+01  1.2581  1.004e+02   0.4410
  14460  -4.486e+01  1.2272  9.997e+01   0.4610
  14480  -4.666e+01  1.2467  9.960e+01   0.4810
  14500  -4.846e+01  1.2560  9.924e+01   0.5010
  14520  -5.029e+01  1.2266  9.888e+01   0.5210
  14540  -5.206e+01  1.2448  9.852e+01   0.5410
  14560  -5.382e+01  1.2545  9.818e+01   0.5610
  14580  -5.562e+01  1.2265  9.784e+01   0.5810
  14600  -5.736e+01  1.2430  9.750e+01   0.6010
  14620  -5.909e+01  1.2524  9.717e+01   0.6210
  14640  -6.085e+01  1.2253  9.685e+01   0.6410
  14660  -6.257e+01  1.2404  9.653e+01   0.6610
  14680  -6.427e+01  1.2498  9.621e+01   0.6810
  14700  -6.601e+01  1.2238  9.590e+01   0.7010
  14720  -6.769e+01  1.2380  9.560e+01   0.7210
  14740  -6.937e+01  1.2473  9.530e+01   0.7410
  14760  -7.107e+01  1.2225  9.500e+01   0.7610
  14780  -7.273e+01  1.2354  9.471e+01   0.7810
  14800  -7.438e+01  1.2447  9.442e+01   0.8010
  14820  -7.606e+01  1.2206  9.413e+01   0.8210
  14840  -7.769e+01  1.2326  9.385e+01   0.8410
  14860  -7.932e+01  1.2418  9.357e+01   0.8610
  14880  -8.097e+01  1.2189  9.329e+01   0.8810
  14900  -8.258e+01  1.2300  9.302e+01   0.9010
  14920  -8.418e+01  1.2391  9.275e+01   0.9210
  14940  -8.580e+01  1.2167  9.248e+01   0.9410
  14960  -8.739e+01  1.2272  9.221e+01   0.9610
  14980  -8.897e+01  1.2360  9.195e+01   0.9810
  15000  -9.048e+01  1.2144  9.169e+01   1.0000
  15020  -9.021e+01  1.2246  9.144e+01   1.0000
  15040  -8.995e+01  1.2338  9.119e+01   1.0000
  15060  -8.973e+01  1.2130  9.094e+01   1.0000
  15080  -8.948e+01  1.2235  9.071e+01   1.0000
  15100  -8.924e+01  1.2325  9.047e+01   1.0000
  15120  -8.904e+01  1.2117  9.025e+01   1.0000
  15140  -8.880e+01  1.2218  9.003e+01   1.0000
  15160  -8.858e+01  1.2314  8.981e+01   1.0000
  15180  -8.839e+01  1.2097  8.960e+01   1.0000
  15200  -8.816e+01  1.2219  8.939e+01   1.0000
  15220  -8.795e+01  1.2309  8.918e+01   1.0000
  15240  -8.777e+01  1.2094  8.898e+01   1.0000
  15260  -8.756e+01  1.2211  8.878e+01   1.0000
  15280  -8.735e+01  1.2300  8.858e+01   1.0000
  15300  -8.718e+01  1.2088  8.839e+01   1.0000
  15320  -8.698e+01  1.2201  8.820e+01   1.0000
  15340  -8.678e+01  1.2289  8.801e+01   1.0000
  15360  -8.661e+01  1.2079  8.782e+01   1.0000
  15380  -8.642e+01  1.2190  8.764e+01   1.0000
  15400  -8.623e+01  1.2278  8.746e+01   1.0000
  15420  -8.607e+01  1.2070  8.728e+01   1.0000
  15440  -8.588e+01  1.2181  8.710e+01   1.0000
  15460  -8.570e+01  1.2272  8.692e+01   1.0000
  15480  -8.554e+01  1.2065  8.675e+01   1.0000
  15500  -8.536e+01  1.2173  8.658e+01   1.0000
  15520  -8.518e+01  1.2261  8.641e+01   1.0000
  15540  -8.503e+01  1.2056  8.624e+01   1.0000
  15560  -8.486e+01  1.2163  8.607e+01   1.0000
  15580  -8.468e+01  1.2251  8.591e+01   1.0000
  15600  -8.454e+01  1.2050  8.574e+01   1.0000
  15620  -8.436e+01  1.2156  8.558e+01   1.0000
  15640  -8.419e+01  1.2243  8.542e+01   1.0000
  15660  -8.405e+01  1.2043  8.526e+01   1.0000
  15680  -8.388e+01  1.2146  8.510e+01   1.0000
  15700  -8.372e+01  1.2232  8.494e+01   1.0000
  15720  -8.358e+01  1.2034  8.478e+01   1.0000
  15740  -8.341e+01  1.2137  8.463e+01   1.0000
  15760  -8.325e+01  1.2222  8.447e+01   1.0000
  15780  -8.312e+01  1.2027  8.432e+01   1.0000
  15800  -8.295e+01  1.2128  8.417e+01   1.0000
  15820  -8.279e+01  1.2213  8.401e+01   1.0000
  15840  -8.266e+01  1.2020  8.386e+01   1.0000
  15860  -8.250e+01  1.2119  8.371e+01   1.0000
  15880  -8.234e+01  1.2203  8.356e+01   1.0000
  15900  -8.221e+01  1.2013  8.342e+01   1.0000
  15920  -8.206e+01  1.2111  8.327e+01   1.0000
  15940  -8.190e+01  1.2194  8.312e+01   1.0000
  15960  -8.177e+01  1.2006  8.298e+01   1.0000
  15980  -8.162e+01  1.2104  8.283e+01   1.0000
  16000  -8.147e+01  1.2186  8.269e+01   1.0000
  16020  -8.134e+01  1.2000  8.254e+01   1.0000
  16040  -8.119e+01  1.2097  8.240e+01   1.0000
  16060  -8.104e+01  1.2180  8.226e+01   1.0000
  16080  -8.092e+01  1.1994  8.211e+01   1.0000
  16100  -8.076e+01  1.2093  8.197e+01   1.0000
  16120  -8.062e+01  1.2175  8.183e+01   1.0000
  16140  -8.049e+01  1.1989  8.169e+01   1.0000
  16160  -8.035e+01  1.2090  8.155e+01   1.0000
  16180  -8.020e+01  1.2172  8.142e+01   1.0000
  16200  -8.008e+01  1.1987  8.128e+01   1.0000
  16220  -7.993e+01  1.2085  8.114e+01   1.0000
  16240  -7.979e+01  1.2166  8.100e+01   1.0000
  16260  -7.967e+01  1.1982  8.087e+01   1.0000
  16280  -7.952e+01  1.2080  8.073e+01   1.0000
  16300  -7.938e+01  1.2160  8.059e+01   1.0000
  16320  -7.926e+01  1.1977  8.046e+01   1.0000
  16340  -7.912e+01  1.2073  8.032e+01   1.0000
  16360  -7.897e+01  1.2152  8.019e+01   1.0000
  16380  -7.886e+01  1.1970  8.006e+01   1.0000
  16400  -7.872e+01  1.2066  7.992e+01   1.0000
  16420  -7.858e+01  1.2144  7.979e+01   1.0000
  16440  -7.846e+01  1.1963  7.966e+01   1.0000
  16460  -7.832e+01  1.2059  7.953e+01   1.0000
  16480  -7.818e+01  1.2136  7.939e+01   1.0000
  16500  -7.807e+01  1.1956  7.926e+01   1.0000
  16520  -7.793e+01  1.2050  7.913e+01   1.0000
  16540  -7.779e+01  1.2127  7.900e+01   1.0000
  16560  -7.767e+01  1.1950  7.887e+01   1.0000
  16580  -7.754e+01  1.2045  7.874e+01   1.0000
  16600  -7.740e+01  1.2124  7.861e+01   1.0000
  16620  -7.729e+01  1.1943  7.848e+01   1.0000
  16640  -7.715e+01  1.2039  7.835e+01   1.0000
  16660  -7.701e+01  1.2115  7.822e+01   1.0000
  16680  -7.690e+01  1.1935  7.809e+01   1.0000
  16700  -7.676e+01  1.2032  7.797e+01   1.0000
  16720  -7.663e+01  1.2107  7.784e+01   1.0000
  16740  -7.652e+01  1.1928  7.771e+01   1.0000
  16760  -7.638e+01  1.2025  7.758e+01   1.0000
  16780  -7.625e+01  1.2101  7.746e+01   1.0000
  16800  -7.614e+01  1.1923  7.733e+01   1.0000
  16820  -7.600e+01  1.2020  7.721e+01   1.0000
  16840  -7.587e+01  1.2094  7.708e+01   1.0000
  16860  -7.576e+01  1.1917  7.695e+01   1.0000
  16880  -7.563e+01  1.2013  7.683e+01   1.0000
  16900  -7.549e+01  1.2086  7.670e+01   1.0000
  16920  -7.539e+01  1.1909  7.658e+01   1.0000
  16940  -7.525e+01  1.2005  7.645e+01   1.0000
  16960  -7.512e+01  1.2077  7.633e+01   1.0000
  16980  -7.501e+01  1.1900  7.620e+01   1.0000
  17000  -7.488e+01  1.1996  7.608e+01   1.0000
  17020  -7.475e+01  1.2066  7.596e+01   1.0000
  17040  -7.464e+01  1.1890  7.583e+01   1.0000
  17060  -7.451e+01  1.1983  7.571e+01   1.0000
  17080  -7.438e+01  1.2052  7.559e+01   1.0000
  17100  -7.428e+01  1.1879  7.546e+01   1.0000
  17120  -7.414e+01  1.1973  7.534e+01   1.0000
  17140  -7.401e+01  1.2042  7.522e+01   1.0000
  17160  -7.391e+01  1.1870  7.510e+01   1.0000
  17180  -7.378e+01  1.1964  7.497e+01   1.0000
  17200  -7.365e+01  1.2033  7.485e+01   1.0000
  17220  -7.354e+01  1.1862  7.473e+01   1.0000
  17240  -7.341e+01  1.1955  7.461e+01   1.0000
  17260  -7.328e+01  1.2024  7.449e+01   1.0000
  17280  -7.318e+01  1.1854  7.437e+01   1.0000
  17300  -7.305e+01  1.1947  7.425e+01   1.0000
  17320  -7.292e+01  1.2014  7.412e+01   1.0000
  17340  -7.282e+01  1.1847  7.400e+01   1.0000
  17360  -7.269e+01  1.1938  7.388e+01   1.0000
  17380  -7.256e+01  1.2005  7.376e+01   1.0000
  17400  -7.246e+01  1.1839  7.364e+01   1.0000
  17420  -7.233e+01  1.1929  7.352e+01   1.0000
  17440  -7.220e+01  1.1995  7.340e+01   1.0000
  17460  -7.210e+01  1.1831  7.328e+01   1.0000
  17480  -7.197e+01  1.1920  7.316e+01   1.0000
  17500  -7.185e+01  1.1985  7.304e+01   1.0000
  17520  -7.174e+01  1.1822  7.293e+01   1.0000
  17540  -7.162e+01  1.1910  7.281e+01   1.0000
  17560  -7.149e+01  1.1975  7.269e+01   1.0000
  17580  -7.139e+01  1.1814  7.257e+01   1.0000
  17600  -7.126e+01  1.1901  7.245e+01   1.0000
  17620  -7.114e+01  1.1965  7.233e+01   1.0000
  17640  -7.103e+01  1.1805  7.221e+01   1.0000
  17660  -7.091e+01  1.1891  7.210e+01   1.0000
  17680  -7.078e+01  1.1955  7.198e+01   1.0000
  17700  -7.068e+01  1.1797  7.186e+01   1.0000
  17720  -7.055e+01  1.1881  7.174e+01   1.0000
  17740  -7.043e+01  1.1944  7.162e+01   1.0000
  17760  -7.033e+01  1.1788  7.151e+01   1.0000
  17780  -7.020e+01  1.1872  7.139e+01   1.0000
  17800  -7.008e+01  1.1934  7.127e+01   1.0000
  17820  -6.998e+01  1.1779  7.116e+01   1.0000
  17840  -6.985e+01  1.1862  7.104e+01   1.0000
  17860  -6.973e+01  1.1924  7.092e+01   1.0000
  17880  -6.963e+01  1.1770  7.080e+01   1.0000
  17900  -6.950e+01  1.1853  7.069e+01   1.0000
  17920  -6.938e+01  1.1914  7.057e+01   1.0000
  17940  -6.928e+01  1.1762  7.045e+01   1.0000
  17960  -6.915e+01  1.1843  7.034e+01   1.0000
  17980  -6.903e+01  1.1903  7.022e+01   1.0000
  18000  -6.893e+01  1.1753  7.011e+01   1.0000
  18020  -6.881e+01  1.1833  6.999e+01   1.0000
  18040  -6.869e+01  1.1893  6.987e+01   1.0000
  18060  -6.858e+01  1.1744  6.976e+01   1.0000
  18080  -6.846e+01  1.1824  6.964e+01   1.0000
  18100  -6.834e+01  1.1883  6.953e+01   1.0000
  18120  -6.824e+01  1.1735  6.941e+01   1.0000
  18140  -6.812e+01  1.1814  6.930e+01   1.0000
  18160  -6.799e+01  1.1872  6.918e+01   1.0000
  18180  -6.789e+01  1.1726  6.907e+01   1.0000
  18200  -6.777e+01  1.1804  6.895e+01   1.0000
  18220  -6.765e+01  1.1862  6.884e+01   1.0000
  18240  -6.755e+01  1.1717  6.872e+01   1.0000
  18260  -6.743e+01  1.1795  6.861e+01   1.0000
  18280  -6.731e+01  1.1852  6.849e+01   1.0000
  18300  -6.721e+01  1.1708  6.838e+01   1.0000
  18320  -6.709e+01  1.1785  6.826e+01   1.0000
  18340  -6.697e+01  1.1842  6.815e+01   1.0000
  18360  -6.686e+01  1.1699  6.803e+01   1.0000
  18380  -6.674e+01  1.1775  6.792e+01   1.0000
  18400  -6.662e+01  1.1832  6.781e+01   1.0000
  18420  -6.652e+01  1.1690  6.769e+01   1.0000
  18440  -6.640e+01  1.1766  6.758e+01   1.0000
  18460  -6.628e+01  1.1822  6.746e+01   1.0000
  18480  -6.618e+01  1.1681  6.735e+01   1.0000
  18500  -6.606e+01  1.1757  6.724e+01   1.0000
  18520  -6.594e+01  1.1813  6.712e+01   1.0000
  18540  -6.584e+01  1.1672  6.701e+01   1.0000
  18560  -6.572e+01  1.1750  6.690e+01   1.0000
  18580  -6.560e+01  1.1807  6.678e+01   1.0000
  18600  -6.550e+01  1.1675  6.667e+01   1.0000
  18620  -6.538e+01  1.1749  6.656e+01   1.0000
  18640  -6.526e+01  1.1805  6.644e+01   1.0000
  18660  -6.516e+01  1.1667  6.633e+01   1.0000
  18680  -6.504e+01  1.1741  6.622e+01   1.0000
  18700  -6.493e+01  1.1796  6.611e+01   1.0000
  18720  -6.483e+01  1.1663  6.599e+01   1.0000
  18740  -6.471e+01  1.1734  6.588e+01   1.0000
  18760  -6.459e+01  1.1789  6.577e+01   1.0000
  18780  -6.449e+01  1.1654  6.566e+01   1.0000
  18800  -6.437e+01  1.1726  6.554e+01   1.0000
  18820  -6.425e+01  1.1781  6.543e+01   1.0000
  18840  -6.415e+01  1.1645  6.532e+01   1.0000
  18860  -6.403e+01  1.1719  6.521e+01   1.0000
  18880  -6.392e+01  1.1772  6.509e+01   1.0000
  18900  -6.382e+01  1.1636  6.498e+01   1.0000
  18920  -6.370e+01  1.1711  6.487e+01   1.0000
  18940  -6.358e+01  1.1764  6.476e+01   1.0000
  18960  -6.348e+01  1.1629  6.465e+01   1.0000
  18980  -6.336e+01  1.1703  6.454e+01   1.0000
  19000  -6.325e+01  1.1756  6.442e+01   1.0000
  19020  -6.315e+01  1.1621  6.431e+01   1.0000
  19040  -6.303e+01  1.1695  6.420e+01   1.0000
  19060  -6.291e+01  1.1747  6.409e+01   1.0000
  19080  -6.282e+01  1.1611  6.398e+01   1.0000
  19100  -6.270e+01  1.1689  6.387e+01   1.0000
  19120  -6.258e+01  1.1741  6.376e+01   1.0000
  19140  -6.248e+01  1.1597  6.364e+01   1.0000
  19160  -6.236e+01  1.1684  6.353e+01   1.0000
  19180  -6.225e+01  1.1735  6.342e+01   1.0000
  19200  -6.215e+01  1.1587  6.331e+01   1.0000
  19220  -6.203e+01  1.1676  6.320e+01   1.0000
  19240  -6.192e+01  1.1725  6.309e+01   1.0000
